#;OrderNumber;OrderDate;Product Name;Warehouse Code;Channel;City;Country;Customer Names;Region Group;ABC_XYZ;RFM;Order Quantity;Unit Price;Line Total;Total Unit Cost;Profit;Margin
6442;SO - 0001058;15.09.2014;Product 10;AXW291;Wholesale;Marseille;France;Victory Ltd;Top Regions;BZ;513;6;1011,7;6070,2;586,786;2549,484;42
6443;SO - 0001752;15.12.2014;Product 10;AXW291;Export;Marseille;France;Avon Corp;Top Regions;BZ;422;6;1078,7;6472,2;625,646;2718,324;42
6444;SO - 0001716;08.12.2014;Product 10;AXW291;Export;Marseille;France;New Ltd;Top Regions;BZ;424;9;5648,1;50832,9;2711,088;26433,108;52
6445;SO - 0002782;13.04.2015;Product 10;AXW291;Wholesale;Marseille;France;Linde;Top Regions;BZ;421;10;5688,3;56883;4209,342;14789,58;26
6446;SO - 0004439;26.10.2015;Product 10;AXW291;Wholesale;Marseille;France;Select;Top Regions;BZ;331;11;2586,2;28448,2;1163,79;15646,51;55
6447;SO - 0003688;27.07.2015;Product 10;AXW291;Distributor;Marseille;France;Apotheca, Ltd;Top Regions;BZ;334;11;1842,5;20267,5;773,85;11755,15;58
6448;SO - 0001809;15.12.2014;Product 10;AXW291;Wholesale;RIGA;Latvia;AuroMedics Corp;Top Regions;BZ;422;9;2546;22914;1654,9;8019,9;35
6449;SO - 0006057;09.05.2016;Product 10;GUT930;Distributor;RIGA;Latvia;Nipro;Top Regions;BZ;243;9;194,3;1748,7;89,378;944,298;54
6450;SO - 0007303;26.09.2016;Product 10;AXW291;Distributor;RIGA;Latvia;O.E. Ltd;Top Regions;BZ;153;12;3276,3;39315,6;1998,543;15333,084;39
6451;SO - 0006232;23.05.2016;Product 10;GUT930;Distributor;Lvov;Ukraine;ETUDE Ltd;Mid Regions;BZ;244;6;3912,8;23476,8;1604,248;13851,312;59
6452;SO - 0003247;01.06.2015;Product 10;GUT930;Export;Lvov;Ukraine;Bare;Mid Regions;BZ;425;10;2405,3;24053;1611,551;7937,49;33
6453;SO - 0002163;19.01.2015;Product 10;GUT930;Wholesale;ATHINAI (Athens);Greece;Procter Corp;Top Regions;BZ;423;8;5808,9;46471,2;3485,34;18588,48;40
6454;SO - 0004488;02.11.2015;Product 10;GUT930;Distributor;ATHINAI (Athens);Greece;Victory Ltd;Top Regions;BZ;333;10;5674,9;56749;4142,677;15322,23;27
6455;SO - 000497;14.07.2014;Product 10;GUT930;Wholesale;ATHINAI (Athens);Greece;Apotheca, Ltd;Top Regions;BZ;512;11;1279,7;14076,7;1062,151;2393,039;17
6456;SO - 0005537;29.02.2016;Product 10;GUT930;Wholesale;Salonika;Greece;Prasco Group;Lower Regions;BZ;241;5;3953;19765;2095,09;9289,55;47
6457;SO - 0003420;22.06.2015;Product 10;GUT930;Distributor;Salonika;Greece;Winthrop;Lower Regions;BZ;334;5;3993,2;19966;2515,716;7387,42;37
6458;SO - 0003947;24.08.2015;Product 10;GUT930;Export;Salonika;Greece;Eminence Corp;Lower Regions;BZ;331;5;1118,9;5594,5;671,34;2237,8;40
6459;SO - 0006827;01.08.2016;Product 10;GUT930;Wholesale;Salonika;Greece;Eminence Corp;Lower Regions;BZ;154;8;2860,9;22887,2;1773,758;8697,136;38
6460;SO - 0001743;08.12.2014;Product 10;GUT930;Wholesale;STOCKHOLM;Sweden;Bare;Top Regions;BZ;424;10;2338,3;23383;1660,193;6781,07;29
6461;SO - 0002080;12.01.2015;Product 10;GUT930;Wholesale;STOCKHOLM;Sweden;Weimei Corp;Top Regions;BZ;424;12;174,2;2090,4;142,844;376,272;18
6462;SO - 0004002;31.08.2015;Product 10;GUT930;Distributor;Krak?w;Poland;Nipro;Top Regions;BZ;332;6;2559,4;15356,4;1714,798;5067,612;33
6463;SO - 000815;18.08.2014;Product 10;GUT930;Distributor;Krak?w;Poland;Linde;Top Regions;BZ;515;11;187,6;2063,6;127,568;660,352;32
6464;SO - 000291;23.06.2014;Product 10;GUT930;Export;Valencia;Spain;PEDIFIX, Corp;Mid Regions;BZ;512;6;3979,8;23878,8;1790,91;13133,34;55
6465;SO - 0002974;04.05.2015;Product 10;GUT930;Wholesale;AMSTERDAM;Netherlands;Linde;Top Regions;BZ;423;8;1695,1;13560,8;1186,57;4068,24;30
6466;SO - 0007977;12.12.2016;Product 10;GUT930;Distributor;AMSTERDAM;Netherlands;21st Ltd;Top Regions;BZ;152;10;2854,2;28542;2197,734;6564,66;23
6467;SO - 0002982;04.05.2015;Product 10;GUT930;Wholesale;AMSTERDAM;Netherlands;Bare;Top Regions;BZ;423;11;1085,4;11939,4;575,262;5611,518;47
6468;SO - 0004236;28.09.2015;Product 10;GUT930;Wholesale;AMSTERDAM;Netherlands;Sundial;Top Regions;BZ;335;12;2613;31356;1097,46;18186,48;58
6469;SO - 0007493;17.10.2016;Product 10;GUT930;Wholesale;Leeds;UK;Ole Group;Top Regions;BZ;152;8;2351,7;18813,6;1293,435;8466,12;45
6470;SO - 0003490;29.06.2015;Product 10;GUT930;Wholesale;Kryvy Rig;Ukraine;Apotheca, Ltd;Mid Regions;BZ;331;5;1038,5;5192,5;810,03;1142,35;22
6471;SO - 0003364;15.06.2015;Product 10;GUT930;Wholesale;Kryvy Rig;Ukraine;Victory Ltd;Mid Regions;BZ;332;12;1105,5;13266;851,235;3051,18;23
6472;SO - 0004714;30.11.2015;Product 10;GUT930;Wholesale;Kryvy Rig;Ukraine;OHTA'S Corp;Mid Regions;BZ;334;12;5393,5;64722;3128,23;27183,24;42
6473;SO - 0006040;02.05.2016;Product 10;GUT930;Distributor;Sevilla;Spain;Niconovum Corp;Mid Regions;BZ;241;9;2814;25326;1181,88;14689,08;58
6474;SO - 0005511;29.02.2016;Product 10;GUT930;Wholesale;Sevilla;Spain;New Ltd;Mid Regions;BZ;241;12;2331,6;27979,2;1445,592;10632,096;38
6475;SO - 0007737;14.11.2016;Product 10;GUT930;Wholesale;KISHINEV;Moldova;Medsep Group;Top Regions;BZ;155;12;3685;44220;3095,4;7075,2;16
6476;SO - 0005201;25.01.2016;Product 10;GUT930;Wholesale;Genova;Italy;Rochester Ltd;Top Regions;BZ;244;5;1045,2;5226;836,16;1045,2;20
6477;SO - 0001040;15.09.2014;Product 10;GUT930;Export;Genova;Italy;OUR Ltd;Top Regions;BZ;513;5;5728,5;28642,5;3322,53;12029,85;42
6478;SO - 0002887;20.04.2015;Product 10;GUT930;Distributor;Genova;Italy;OUR Ltd;Top Regions;BZ;424;6;167,5;1005;68,675;592,95;59
6479;SO - 0001324;20.10.2014;Product 10;GUT930;Wholesale;Frankfurt am Main;Germany;Ole Group;Top Regions;BZ;513;9;991,6;8924,4;475,968;4640,688;52
6480;SO - 0002100;12.01.2015;Product 10;GUT930;Wholesale;Frankfurt am Main;Germany;Ohio;Top Regions;BZ;424;10;2271,3;22713;1703,475;5678,25;25
6481;SO - 0006039;02.05.2016;Product 10;GUT930;Wholesale;Wroclaw (Breslau);Poland;Prasco Group;Top Regions;BZ;241;7;3343,3;23403,1;2407,176;6552,868;28
6482;SO - 0002192;26.01.2015;Product 10;GUT930;Wholesale;Wroclaw (Breslau);Poland;Winthrop;Top Regions;BZ;424;10;3852,5;38525;2966,425;8860,75;23
6483;SO - 0002339;09.02.2015;Product 10;GUT930;Wholesale;Wroclaw (Breslau);Poland;Linde;Top Regions;BZ;423;10;3879,3;38793;2831,889;10474,11;27
6484;SO - 0001350;27.10.2014;Product 10;NXH382;Export;Glasgow;UK;Sundial;Top Regions;BZ;513;8;187,6;1500,8;121,94;525,28;35
6485;SO - 0006980;22.08.2016;Product 10;GUT930;Wholesale;Glasgow;UK;Exact-Rx, Corp;Top Regions;BZ;153;9;6016,6;54149,4;3429,462;23284,242;43
6486;SO - 0004271;05.10.2015;Product 10;NXH382;Wholesale;Glasgow;UK;Weimei Corp;Top Regions;BZ;334;11;1078,7;11865,7;463,841;6763,449;57
6487;SO - 0007469;17.10.2016;Product 10;NXH382;Export;Essen;Germany;Wuxi Group;Top Regions;BZ;152;11;2425,4;26679,4;1600,764;9070,996;34
6488;SO - 000254;16.06.2014;Product 10;NXH382;Wholesale;Rotterdam;Netherlands;Ei;Lower Regions;BZ;512;5;2566,1;12830,5;2181,185;1924,575;15
6489;SO - 0004158;21.09.2015;Product 10;NXH382;Wholesale;Rotterdam;Netherlands;Procter Corp;Lower Regions;BZ;334;5;167,5;837,5;75,375;460,625;55
6490;SO - 0004625;16.11.2015;Product 10;NXH382;Distributor;Rotterdam;Netherlands;Apollo Ltd;Lower Regions;BZ;335;7;180,9;1266,3;90,45;633,15;50
6491;SO - 0003678;27.07.2015;Product 10;NXH382;Wholesale;Dortmund;Germany;Medline;Top Regions;BZ;334;5;1232,8;6164;505,448;3636,76;59
6492;SO - 000772;18.08.2014;Product 10;NXH382;Wholesale;Dortmund;Germany;Linde;Top Regions;BZ;515;10;3169,1;31691;1616,241;15528,59;49
6493;SO - 000480;14.07.2014;Product 10;NXH382;Wholesale;Dortmund;Germany;Ole Group;Top Regions;BZ;512;12;2432,1;29185,2;1264,692;14008,896;48
6494;SO - 0004440;26.10.2015;Product 10;NXH382;Distributor;Stuttgart;Germany;Elorac, Corp;Top Regions;BZ;331;12;1708,5;20502;1161,78;6560,64;32
6495;SO - 0003689;27.07.2015;Product 10;NXH382;Wholesale;VILNIUS;Lithuania;Llorens Ltd;Top Regions;BZ;334;5;2438,8;12194;1926,652;2560,74;21
6496;SO - 0005533;29.02.2016;Product 10;NXH382;Distributor;VILNIUS;Lithuania;Ascend Ltd;Top Regions;BZ;241;6;3959,7;23758,2;2930,178;6177,132;26
6497;SO - 0007664;07.11.2016;Product 10;NXH382;Wholesale;VILNIUS;Lithuania;OHTA'S Corp;Top Regions;BZ;152;9;904,5;8140,5;361,8;4884,3;60
6498;SO - 0007682;07.11.2016;Product 10;NXH382;Distributor;VILNIUS;Lithuania;Victory Ltd;Top Regions;BZ;152;10;1849,2;18492;887,616;9615,84;52
6499;SO - 000307;23.06.2014;Product 10;NXH382;Wholesale;Poznan;Poland;Avon Corp;Mid Regions;BZ;512;12;1078,7;12944,4;506,989;6860,532;53
6500;SO - 0006188;23.05.2016;Product 10;NXH382;Distributor;Poznan;Poland;WakeFern;Mid Regions;BZ;244;12;5400,2;64802,4;3780,14;19440,72;30
6501;SO - 0004387;19.10.2015;Product 10;NXH382;Wholesale;D?sseldorf;Germany;Capweld;Top Regions;BZ;333;5;3792,2;18961;2123,632;8342,84;44
6502;SO - 0005037;04.01.2016;Product 10;NXH382;Distributor;D?sseldorf;Germany;OUR Ltd;Top Regions;BZ;245;10;2318,2;23182;1553,194;7650,06;33
6503;SO - 0005825;04.04.2016;Product 10;NXH382;Distributor;D?sseldorf;Germany;Mylan Corp;Top Regions;BZ;244;12;1889,4;22672,8;906,912;11789,856;52
6504;SO - 0004013;31.08.2015;Product 10;NXH382;Distributor;LISBOA (Lisbon);Portugal;E. Ltd;Mid Regions;BZ;332;7;1782,2;12475,4;1301,006;3368,358;27
6505;SO - 0003192;25.05.2015;Product 10;NXH382;Distributor;LISBOA (Lisbon);Portugal;Elorac, Corp;Mid Regions;BZ;424;8;214,4;1715,2;150,08;514,56;30
6506;SO - 0004076;14.09.2015;Product 10;NXH382;Distributor;LISBOA (Lisbon);Portugal;Medline;Mid Regions;BZ;333;8;1842,5;14740;1529,275;2505,8;17
6507;SO - 0007022;29.08.2016;Product 10;NXH382;Distributor;LISBOA (Lisbon);Portugal;Ei;Mid Regions;BZ;151;9;2432,1;21888,9;1556,544;7880,004;36
6508;SO - 0007483;17.10.2016;Product 10;NXH382;Distributor;LISBOA (Lisbon);Portugal;Pure Group;Mid Regions;BZ;152;9;944,7;8502,3;566,82;3400,92;40
6509;SO - 0003954;24.08.2015;Product 10;NXH382;Export;LISBOA (Lisbon);Portugal;S.S.S. Group;Mid Regions;BZ;331;11;5581,1;61392,1;3237,038;25784,682;42
6510;SO - 0005104;11.01.2016;Product 10;NXH382;Distributor;HELSINKI;Finland;Exact-Rx, Corp;Mid Regions;BZ;245;5;268;1340;131,32;683,4;51
6511;SO - 0006393;13.06.2016;Product 10;NXH382;Wholesale;HELSINKI;Finland;O.E. Ltd;Mid Regions;BZ;242;9;1969,8;17728,2;965,202;9041,382;51
6512;SO - 0003903;17.08.2015;Product 10;NXH382;Wholesale;M?laga;Spain;AuroMedics Corp;Top Regions;BZ;333;5;3336,6;16683;2469,084;4337,58;26
6513;SO - 0002972;04.05.2015;Product 10;NXH382;Distributor;M?laga;Spain;Apollo Ltd;Top Regions;BZ;423;7;844,2;5909,4;379,89;3250,17;55
6514;SO - 0006198;23.05.2016;Product 10;NXH382;Wholesale;M?laga;Spain;Mylan Corp;Top Regions;BZ;244;8;1701,8;13614,4;1021,08;5445,76;40
6515;SO - 0002024;05.01.2015;Product 10;NXH382;Wholesale;M?laga;Spain;Ohio;Top Regions;BZ;425;12;3939,6;47275,2;3230,472;8509,536;18
6516;SO - 0003798;10.08.2015;Product 10;NXH382;Wholesale;Bremen;Germany;OHTA'S Corp;Top Regions;BZ;333;8;978,2;7825,6;596,702;3051,984;39
6517;SO - 0001233;13.10.2014;Product 10;NXH382;Wholesale;Bremen;Germany;U.S. Ltd;Top Regions;BZ;511;12;207,7;2492,4;151,621;672,948;27
6518;SO - 0006561;04.07.2016;Product 10;NXH382;Distributor;Bremen;Germany;Fenwal, Corp;Top Regions;BZ;154;12;1005;12060;613,05;4703,4;39
6519;SO - 0003971;31.08.2015;Product 10;FLR025;Wholesale;Sheffield;UK;21st Ltd;Top Regions;BZ;332;5;174,2;871;134,134;200,33;23
6520;SO - 0004360;19.10.2015;Product 10;FLR025;Wholesale;Sheffield;UK;Nipro;Top Regions;BZ;333;5;1085,4;5427;510,138;2876,31;53
6521;SO - 000633;28.07.2014;Product 10;FLR025;Wholesale;SARAJEVO;Bosnia;AuroMedics Corp;Lower Regions;BZ;511;5;234,5;1172,5;180,565;269,675;23
6522;SO - 0007441;10.10.2016;Product 10;FLR025;Wholesale;SARAJEVO;Bosnia;AuroMedics Corp;Lower Regions;BZ;153;6;1882,7;11296,2;1581,468;1807,392;16
6523;SO - 0004281;05.10.2015;Product 10;FLR025;Distributor;SARAJEVO;Bosnia;ETUDE Ltd;Lower Regions;BZ;334;7;3932,9;27530,3;1769,805;15141,665;55
6524;SO - 0005741;28.03.2016;Product 10;FLR025;Wholesale;SARAJEVO;Bosnia;Exact-Rx, Corp;Lower Regions;BZ;244;9;4013,3;36119,7;2207,315;16253,865;45
6525;SO - 0007614;31.10.2016;Product 10;FLR025;Wholesale;SARAJEVO;Bosnia;Select;Lower Regions;BZ;154;11;214,4;2358,4;126,496;966,944;41
6526;SO - 000249;16.06.2014;Product 10;FLR025;Wholesale;Duisburg;Germany;Sundial;Top Regions;BZ;512;12;227,8;2733,6;100,232;1530,816;56
6527;SO - 000414;07.07.2014;Product 10;FLR025;Wholesale;Hannover;Germany;Select;Mid Regions;BZ;513;6;1018,4;6110,4;661,96;2138,64;35
6528;SO - 0001652;01.12.2014;Product 10;FLR025;Distributor;Hannover;Germany;E. Ltd;Mid Regions;BZ;513;10;2706,8;27068;1651,148;10556,52;39
6529;SO - 0001791;15.12.2014;Product 10;FLR025;Wholesale;Hannover;Germany;Medline;Mid Regions;BZ;422;11;3919,5;43114,5;2038,14;20694,96;48
6530;SO - 0006274;30.05.2016;Product 10;FLR025;Wholesale;Mykolaiv;Ukraine;Pacific Ltd;Top Regions;BZ;245;5;241,2;1206;159,192;410,04;34
6531;SO - 0006435;20.06.2016;Product 10;FLR025;Distributor;Mykolaiv;Ukraine;S.S.S. Group;Top Regions;BZ;242;8;944,7;7557,6;802,995;1133,64;15
6532;SO - 000876;25.08.2014;Product 10;FLR025;Wholesale;Mykolaiv;Ukraine;Trigen;Top Regions;BZ;514;9;5822,3;52400,7;2852,927;26724,357;51
6533;SO - 0004219;28.09.2015;Product 10;FLR025;Wholesale;OSLO;Norway;E. Ltd;Top Regions;BZ;335;6;1065,3;6391,8;543,303;3131,982;49
6534;SO - 0008095;01.01.2017;Product 10;FLR025;Wholesale;OSLO;Norway;Weimei Corp;Top Regions;BZ;151;7;234,5;1641,5;121,94;787,92;48
6535;SO - 0004679;23.11.2015;Product 10;FLR025;Distributor;OSLO;Norway;Medline;Top Regions;BZ;335;8;187,6;1500,8;99,428;705,376;47
6536;SO - 0007956;12.12.2016;Product 10;FLR025;Distributor;OSLO;Norway;3LAB, Ltd;Top Regions;BZ;152;9;877,7;7899,3;737,268;1263,888;16
6537;SO - 0001603;24.11.2014;Product 10;FLR025;Wholesale;OSLO;Norway;Ole Group;Top Regions;BZ;515;12;3457,2;41486,4;2869,476;7052,688;17
6538;SO - 000938;01.09.2014;Product 10;FLR025;Distributor;KOBENHAVN (Copenhagen);Denmark;Dharma Ltd;Top Regions;BZ;511;6;4006,6;24039,6;2484,092;9135,048;38
6539;SO - 0008016;19.12.2016;Product 10;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;New Ltd;Top Regions;BZ;153;7;201;1407;166,83;239,19;17
6540;SO - 0006754;25.07.2016;Product 10;FLR025;Wholesale;KOBENHAVN (Copenhagen);Denmark;Uriel Group;Top Regions;BZ;155;11;3102,1;34123,1;2047,386;11601,854;34
6541;SO - 0003973;31.08.2015;Product 8;AXW291;Wholesale;LONDON;UK;ETUDE Ltd;Lower Regions;BY;332;7;6170,7;43194,9;4998,267;8207,031;19
6542;SO - 0005582;07.03.2016;Product 8;AXW291;Wholesale;LONDON;UK;Pure Group;Lower Regions;BY;242;7;2539,3;17775,1;1625,152;6399,036;36
6543;SO - 0004955;28.12.2015;Product 8;AXW291;Export;LONDON;UK;E. Ltd;Lower Regions;BY;241;8;5561;44488;2335,62;25803,04;58
6544;SO - 0004967;01.01.2016;Product 8;AXW291;Distributor;LONDON;UK;Apotheca, Ltd;Lower Regions;BY;241;12;3845,8;46149,6;2230,564;19382,832;42
6545;SO - 0005301;08.02.2016;Product 8;AXW291;Export;BERLIN;Germany;Victory Ltd;Lower Regions;BY;242;7;254,6;1782,2;175,674;552,482;31
6546;SO - 0007439;10.10.2016;Product 8;AXW291;Distributor;MADRID;Spain;Ei;Top Regions;BY;153;5;3028,4;15142;1907,892;5602,54;37
6547;SO - 0007214;19.09.2016;Product 8;AXW291;Distributor;MADRID;Spain;Apotheca, Ltd;Top Regions;BY;155;8;1929,6;15436,8;1196,352;5865,984;38
6548;SO - 0007959;12.12.2016;Product 8;AXW291;Export;ROMA;Italy;Fenwal, Corp;Top Regions;BY;152;6;2378,5;14271;1522,24;5137,56;36
6549;SO - 0005107;11.01.2016;Product 8;AXW291;Distributor;ROMA;Italy;New Ltd;Top Regions;BY;245;10;1045,2;10452;501,696;5435,04;52
6550;SO - 0007992;19.12.2016;Product 8;AXW291;Export;ROMA;Italy;Eminence Corp;Top Regions;BY;153;12;1983,2;23798,4;1566,728;4997,664;21
6551;SO - 0006886;08.08.2016;Product 8;AXW291;Distributor;PARIS;France;Sundial;Top Regions;BY;151;8;1125,6;9004,8;585,312;4322,304;48
6552;SO - 0004977;01.01.2016;Product 8;AXW291;Wholesale;BUCURESTI (Bucharest);Romania;Ohio;Lower Regions;BY;241;5;1139;5695;466,99;3360,05;59
6553;SO - 0007621;31.10.2016;Product 8;AXW291;Distributor;BUCURESTI (Bucharest);Romania;ETUDE Ltd;Lower Regions;BY;154;7;174,2;1219,4;74,906;695,058;57
6554;SO - 0004176;21.09.2015;Product 8;AXW291;Distributor;BUDAPEST;Hungary;Ohio;Mid Regions;BY;334;7;3309,8;23168,6;2647,84;4633,72;20
6555;SO - 0006448;20.06.2016;Product 8;AXW291;Wholesale;BUDAPEST;Hungary;Select;Mid Regions;BY;242;9;6190,8;55717,2;3900,204;20615,364;37
6556;SO - 0001766;15.12.2014;Product 8;AXW291;Distributor;Hamburg;Germany;Dharma Ltd;Top Regions;BY;422;7;1005;7035;824,1;1266,3;18
6557;SO - 0008035;19.12.2016;Product 8;AXW291;Wholesale;Hamburg;Germany;Weimei Corp;Top Regions;BY;153;8;221,1;1768,8;159,192;495,264;28
6558;SO - 0006277;30.05.2016;Product 8;AXW291;Distributor;MINSK;Belarus;Medsep Group;Lower Regions;BY;245;7;1118,9;7832,3;749,663;2584,659;33
6559;SO - 0002466;02.03.2015;Product 8;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Winthrop;Mid Regions;BY;421;9;2485,7;22371,3;994,28;13422,78;60
6560;SO - 0001489;10.11.2014;Product 8;AXW291;Distributor;WARSZAWA (Warsaw);Poland;AuroMedics Corp;Mid Regions;BY;513;9;2365,1;21285,9;1206,201;10430,091;49
6561;SO - 0005241;01.02.2016;Product 8;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Burt's Corp;Top Regions;BY;241;7;214,4;1500,8;124,352;630,336;42
6562;SO - 0002921;27.04.2015;Product 8;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;ETUDE Ltd;Top Regions;BY;425;10;5875,9;58759;4289,407;15864,93;27
6563;SO - 0004189;28.09.2015;Product 8;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;3LAB, Ltd;Top Regions;BY;335;10;167,5;1675;142,375;251,25;15
6564;SO - 0004896;21.12.2015;Product 8;AXW291;Export;BEOGRAD (Belgrade);Serbia;OUR Ltd;Top Regions;BY;332;12;844,2;10130,4;438,984;4862,592;48
6565;SO - 0005498;29.02.2016;Product 8;AXW291;Export;WIEN (Vienna);Austria;New Ltd;Lower Regions;BY;241;6;3229,4;19376,4;2389,756;5037,864;26
6566;SO - 0002597;16.03.2015;Product 8;AXW291;Wholesale;WIEN (Vienna);Austria;Procter Corp;Lower Regions;BY;422;12;1326,6;15919,2;1074,546;3024,648;19
6567;SO - 0003538;06.07.2015;Product 8;AXW291;Wholesale;Kharkov;Ukraine;Avon Corp;Top Regions;BY;331;11;1051,9;11570,9;831,001;2429,889;21
6568;SO - 0004589;16.11.2015;Product 8;AXW291;Export;Kharkov;Ukraine;Bare;Top Regions;BY;335;12;1708,5;20502;973,845;8815,86;43
6569;SO - 0005938;18.04.2016;Product 8;AXW291;Wholesale;Barcelona;Spain;Medline;Top Regions;BY;243;5;1025,1;5125,5;584,307;2203,965;43
6570;SO - 0007007;22.08.2016;Product 8;AXW291;Wholesale;Barcelona;Spain;O.E. Ltd;Top Regions;BY;153;5;1989,9;9949,5;1691,415;1492,425;15
6571;SO - 0002411;23.02.2015;Product 8;AXW291;Distributor;Barcelona;Spain;E. Ltd;Top Regions;BY;424;6;5695;34170;2619,7;18451,8;54
6572;SO - 0005943;18.04.2016;Product 8;AXW291;Export;Barcelona;Spain;Burt's Corp;Top Regions;BY;243;7;696,8;4877,6;383,24;2194,92;45
6573;SO - 0006544;04.07.2016;Product 8;AXW291;Distributor;Barcelona;Spain;Rochester Ltd;Top Regions;BY;154;11;5159;56749;2785,86;26104,54;46
6574;SO - 0005851;11.04.2016;Product 8;AXW291;Wholesale;Milano (Milan);Italy;Procter Corp;Top Regions;BY;242;9;1092,1;9828,9;917,364;1572,624;16
6575;SO - 0006819;01.08.2016;Product 8;AXW291;Wholesale;M?nchen (Munich);Germany;Procter Corp;Top Regions;BY;154;9;1762,1;15858,9;792,945;8722,395;55
6576;SO - 0008050;26.12.2016;Product 8;AXW291;Distributor;M?nchen (Munich);Germany;New Ltd;Top Regions;BY;153;11;2318,2;25500,2;1483,648;9180,072;36
6577;SO - 0004048;07.09.2015;Product 8;AXW291;Export;M?nchen (Munich);Germany;Apollo Ltd;Top Regions;BY;332;11;5969,7;65666,7;2626,668;36773,352;56
6578;SO - 0002743;06.04.2015;Product 8;AXW291;Wholesale;M?nchen (Munich);Germany;ETUDE Ltd;Top Regions;BY;424;12;3879,3;46551,6;3142,233;8844,804;19
6579;SO - 0008019;19.12.2016;Product 8;AXW291;Wholesale;M?nchen (Munich);Germany;New Ltd;Top Regions;BY;153;12;6097;73164;3353,35;32923,8;45
6580;SO - 0007741;14.11.2016;Product 8;AXW291;Distributor;PRAHA (Prague);Czech Republic;Weimei Corp;Top Regions;BY;155;12;3658,2;43898,4;2780,232;10535,616;24
6581;SO - 0003654;20.07.2015;Product 8;AXW291;Export;PRAHA (Prague);Czech Republic;Amylin Group;Top Regions;BY;334;12;737;8844;582,23;1857,24;21
6582;SO - 0005620;14.03.2016;Product 8;AXW291;Distributor;SOFIA;Bulgaria;Winthrop;Top Regions;BY;241;5;1286,4;6432;630,336;3280,32;51
6583;SO - 0007238;19.09.2016;Product 8;AXW291;Wholesale;SOFIA;Bulgaria;Pure Group;Top Regions;BY;155;6;1963,1;11778,6;1472,325;2944,65;25
6584;SO - 0001404;03.11.2014;Product 8;AXW291;Distributor;SOFIA;Bulgaria;Qualitest;Top Regions;BY;513;9;3812,3;34310,7;2211,134;14410,494;42
6585;SO - 0007955;12.12.2016;Product 8;AXW291;Wholesale;SOFIA;Bulgaria;Elorac, Corp;Top Regions;BY;152;10;174,2;1742;85,358;888,42;51
6586;SO - 000255;16.06.2014;Product 8;AXW291;Wholesale;SOFIA;Bulgaria;Capweld;Top Regions;BY;512;12;221,1;2653,2;126,027;1140,876;43
6587;SO - 0007798;21.11.2016;Product 8;AXW291;Distributor;Dnepropetrovsk;Ukraine;Uriel Group;Lower Regions;BY;154;11;1085,4;11939,4;510,138;6327,882;53
6588;SO - 0006488;27.06.2016;Product 8;AXW291;Export;Donetsk;Ukraine;WakeFern;Mid Regions;BY;242;7;2304,8;16133,6;1682,504;4356,072;27
6589;SO - 0001901;29.12.2014;Product 8;AXW291;Distributor;Napoli (Naples);Italy;3LAB, Ltd;Top Regions;BY;421;6;1179,2;7075,2;754,688;2547,072;36
6590;SO - 000824;18.08.2014;Product 8;AXW291;Wholesale;Napoli (Naples);Italy;Apollo Ltd;Top Regions;BY;515;11;1179,2;12971,2;825,44;3891,36;30
6591;SO - 0003508;06.07.2015;Product 8;AXW291;Wholesale;Birmingham;UK;Ohio;Top Regions;BY;331;9;3886;34974;2953,36;8393,76;24
6592;SO - 0003342;15.06.2015;Product 8;AXW291;Wholesale;Odessa;Ukraine;Ascend Ltd;Top Regions;BY;332;5;2452,2;12261;1054,446;6988,77;57
6593;SO - 0001737;08.12.2014;Product 8;AXW291;Export;Odessa;Ukraine;OHTA'S Corp;Top Regions;BY;424;8;5768,7;46149,6;3922,716;14767,872;32
6594;SO - 0006600;04.07.2016;Product 8;AXW291;Wholesale;Odessa;Ukraine;ETUDE Ltd;Top Regions;BY;154;10;3926,2;39262;2591,292;13349,08;34
6595;SO - 0002301;09.02.2015;Product 8;AXW291;Distributor;K?ln (Cologne);Germany;Burt's Corp;Top Regions;BY;423;6;3705,1;22230,6;2482,417;7336,098;33
6596;SO - 0007403;10.10.2016;Product 8;AXW291;Distributor;K?ln (Cologne);Germany;Ole Group;Top Regions;BY;153;7;991,6;6941,2;485,884;3540,012;51
6597;SO - 0002594;16.03.2015;Product 8;AXW291;Wholesale;K?ln (Cologne);Germany;O.E. Ltd;Top Regions;BY;422;8;1701,8;13614,4;1140,206;4492,752;33
6598;SO - 0004136;21.09.2015;Product 8;AXW291;Wholesale;Torino (Turin);Italy;S.S.S. Group;Mid Regions;BY;334;6;214,4;1286,4;154,368;360,192;28
6599;SO - 0001347;27.10.2014;Product 8;AXW291;Export;Torino (Turin);Italy;Amylin Group;Mid Regions;BY;513;11;877,7;9654,7;465,181;4537,709;47
6600;SO - 000916;01.09.2014;Product 8;AXW291;Wholesale;ZAGREB;Croatia;Victory Ltd;Top Regions;BY;511;7;1051,9;7363,3;441,798;4270,714;58
6601;SO - 000952;08.09.2014;Product 8;AXW291;Export;ZAGREB;Croatia;Bare;Top Regions;BY;512;7;1031,8;7222,6;763,532;1877,876;26
